开始记录: 2025-04-06 21:06:39
Successfully loaded game state from D:\codes\codes_pycharm\da_chuang\Legend_of_Zelda\Legend_of_Zelda.gb.state
---------------------------------------------------------------------
Sprite [13]: Position: (103, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (119, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (110, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (118, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (110, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (118, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (109, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (117, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (73, 47),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (81, 47),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (110, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (118, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (110, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (118, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (109, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (117, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (109, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (117, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (73, 47),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [22]: Position: (81, 47),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (108, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [14]: Position: (116, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [15]: Position: (73, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (81, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (109, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (117, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (109, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (117, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (108, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (116, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (108, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (116, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (73, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (81, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (109, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (117, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (108, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (116, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (108, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (116, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (107, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (115, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (73, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (81, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (108, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (116, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (108, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (116, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (107, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (115, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (107, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (115, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (73, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [22]: Position: (81, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (106, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [14]: Position: (114, 56),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [15]: Position: (73, 50),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (81, 50),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (107, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (115, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (107, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (115, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (106, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (114, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (106, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (114, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (73, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (81, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (107, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (115, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (106, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (114, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (106, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (114, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (106, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (114, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (73, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (81, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (73, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (81, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (106, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (114, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (106, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (114, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (106, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (114, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (105, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (113, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (72, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [22]: Position: (80, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (105, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [14]: Position: (113, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [15]: Position: (72, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (80, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (106, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (114, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (105, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (113, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (105, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (113, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (104, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (112, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (72, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (80, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (105, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (113, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (105, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (113, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (104, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (104, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (112, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (72, 53),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (80, 53),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (105, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (113, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (104, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (104, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (104, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (112, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (72, 53),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [22]: Position: (80, 53),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (103, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [14]: Position: (111, 57),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [15]: Position: (71, 54),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (79, 54),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (104, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (104, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (103, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (111, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (103, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (111, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (71, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (79, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (104, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (103, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (111, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (103, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (102, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (110, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (71, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (79, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (103, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (111, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (103, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (102, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (110, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (102, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (110, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (71, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [22]: Position: (79, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (101, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [14]: Position: (109, 57),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [15]: Position: (70, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (78, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (102, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (110, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (102, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (110, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (71, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (79, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (101, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (109, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
